sku,Size,Paper,Color,100,250,500,1000,2500,5000,10000,15000,20000,25000,30000,35000,40000,45000,50000,55000,60000,65000,70000,75000,80000,85000,90000,95000,100000
flyers,"5.5"" x 8.5"" Vertical",100 lb. Gloss Book (C2S) with Aqueous Coating,"Full Color Front,No Back",21.97,38.34,39.74,43.01,58.44,79.47,156.61,233.28,309.49,385.22,460.49,535.29,609.62,683.49,756.88,829.81,902.27,974.27,1045.8,1116.86,1187.45,1257.58,1327.23,1396.42,1465.14
flyers,"5.5"" x 8.5"" Vertical",100 lb. Gloss Book (C2S) with Aqueous Coating,Full Color Both Sides,30.39,39.74,42.54,44.41,60.77,81.81,161.29,240.29,318.84,396.91,474.51,551.65,628.32,704.52,780.26,855.52,930.32,1004.66,1078.52,1151.92,1224.85,1297.31,1369.31,1440.84,1511.9
flyers,"5.5"" x 8.5"" Vertical",100 lb. Gloss Cover (C2S) with Aqueous Coating,"Full Color Front,No Back",21.97,38.34,39.74,43.01,58.44,79.47,156.61,233.28,309.49,385.22,460.49,535.29,609.62,683.49,756.88,829.81,902.27,974.27,1045.8,1116.86,1187.45,1257.58,1327.23,1396.42,1465.14
flyers,"5.5"" x 8.5"" Vertical",100 lb. Gloss Cover (C2S) with Aqueous Coating,Full Color Both Sides,30.39,39.74,42.54,44.41,60.77,81.81,161.29,240.29,318.84,396.91,474.51,551.65,628.32,704.52,780.26,855.52,930.32,1004.66,1078.52,1151.92,1224.85,1297.31,1369.31,1440.84,1511.9
flyers,"5.5"" x 8.5"" Vertical",14 pt. Gloss Coated Cover (C2S) with High Gloss AQ,"Full Color Front,No Back",26.65,31.32,39.97,51.43,98.17,140.25,280.5,420.28,559.6,698.44,836.82,974.74,1112.18,1249.16,1385.67,1521.71,1657.29,1792.4,1927.03,2061.21,2194.91,2328.15,2460.92,2593.22,2725.06
flyers,"5.5"" x 8.5"" Vertical",14 pt. Gloss Coated Cover (C2S) with High Gloss AQ,Full Color Both Sides,32.26,51.43,58.91,66.85,112.2,177.65,350.63,522.66,693.77,863.94,1033.17,1201.47,1368.84,1535.27,1700.77,1865.33,2028.95,2191.64,2353.39,2514.22,2674.1,2833.05,2991.07,3148.14,3304.29
flyers,"5.5"" x 8.5"" Vertical",70 lb. Offset Opaque Smooth White,"Full Color Front,No Back",21.97,38.34,39.74,43.01,58.44,79.47,156.61,233.28,309.49,385.22,460.49,535.29,609.62,683.49,756.88,829.81,902.27,974.27,1045.8,1116.86,1187.45,1257.58,1327.23,1396.42,1465.14
flyers,"5.5"" x 8.5"" Vertical",70 lb. Offset Opaque Smooth White,Full Color Both Sides,30.39,39.74,42.54,44.41,60.77,81.81,161.29,240.29,318.84,396.91,474.51,551.65,628.32,704.52,780.26,855.52,930.32,1004.66,1078.52,1151.92,1224.85,1297.31,1369.31,1440.84,1511.9
flyers,"5.5"" x 8.5"" Horizontal",100 lb. Gloss Book (C2S) with Aqueous Coating,"Full Color Front,No Back",21.97,38.34,39.74,43.01,58.44,79.47,156.61,233.28,309.49,385.22,460.49,535.29,609.62,683.49,756.88,829.81,902.27,974.27,1045.8,1116.86,1187.45,1257.58,1327.23,1396.42,1465.14
